 -0.7 -10.0 19.0
 48.25	45		0 	0 	50
 48.25	47		0 	0 	50
 48.25	49		0 	0 	50
 48.25	51		0 	0 	50
 48.25	53		0 	0 	50
 48.25	55		0 	0 	50
 48.25	57		0 	0 	50
 48.25	59		0 	0 	50
 48.25	61		0 	0 	50
 48.25	63		0 	0 	50
 48.25	65		0 	0 	50
 48.25	67		0 	0 	50
 48.25	69		0 	0 	50
 48.25	71		0 	0 	50
 48.25	73		0 	0 	50
 48.25	75		0 	0 	50
 48.25	77		0 	0 	50
 48.25	79		0 	0 	50
 48.25	81		0 	0 	50
 48.25	83		0 	0 	50
 48.25	85		0 	0 	50
 48.25	87		0 	0 	50
 48.25	89		0 	0 	50
 48.25	91		0 	0 	50
 48.25	93		0 	0 	50
 48.25	95		0 	0 	50
 48.25	97		0 	0 	50
 48.25	99		0 	0 	50
 48.25	101		0 	0 	50
 48.25	103		0 	0 	50
 48.25	105		0 	0 	50
 48.25	107		0 	0 	50
 48.25	109		0 	0 	50
 48.25	111		0 	0 	50
 48.25	113		0 	0 	50
 48.25	115		0 	0 	50
 48.25	117		0 	0 	50
 48.25	119		0 	0 	50
 48.25	121		0 	0 	50
 48.25	123		0 	0 	50
 48.25	125		0 	0 	50
 48.25	127		0 	0 	50
 48.25	129		0 	0 	50
 48.25	131		0 	0 	50
 48.25	133		0 	0 	50
 48.25	135		0 	0 	50
 46.23	45		0 	0 	50
 46.23	47		0 	0 	50
 46.23	49		0 	0 	50
 46.23	51		0 	0 	50
 46.23	53		0 	0 	50
 46.23	55		0 	0 	50
 46.23	57		0 	0 	50
 46.23	59		0 	0 	50
 46.23	61		0 	0 	50
 46.23	63		0 	0 	50
 46.23	65		0 	0 	50
 46.23	67		0 	0 	50
 46.23	69		0 	0 	50
 46.23	71		0 	0 	50
 46.23	73		0 	0 	50
 46.23	75		0 	0 	50
 46.23	77		0 	0 	50
 46.23	79		0 	0 	50
 46.23	81		0 	0 	50
 46.23	83		0 	0 	50
 46.23	85		0 	0 	50
 46.23	87		0 	0 	50
 46.23	89		0 	0 	50
 46.23	91		0 	0 	50
 46.23	93		0 	0 	50
 46.23	95		0 	0 	50
 46.23	97		0 	0 	50
 46.23	99		0 	0 	50
 46.23	101		0 	0 	50
 46.23	103		0 	0 	50
 46.23	105		0 	0 	50
 46.23	107		0 	0 	50
 46.23	109		0 	0 	50
 46.23	111		0 	0 	50
 46.23	113		0 	0 	50
 46.23	115		0 	0 	50
 46.23	117		0 	0 	50
 46.23	119		0 	0 	50
 46.23	121		0 	0 	50
 46.23	123		0 	0 	50
 46.23	125		0 	0 	50
 46.23	127		0 	0 	50
 46.23	129		0 	0 	50
 46.23	131		0 	0 	50
 46.23	133		0 	0 	50
 46.23	135		0 	0 	50
 44.12	45		0 	0 	50
 44.12	47		0 	0 	50
 44.12	49		0 	0 	50
 44.12	51		0 	0 	50
 44.12	53		0 	0 	50
 44.12	55		0 	0 	50
 44.12	57		0 	0 	50
 44.12	59		0 	0 	50
 44.12	61		0 	0 	50
 44.12	63		0 	0 	50
 44.12	65		0 	0 	50
 44.12	67		0 	0 	50
 44.12	69		0 	0 	50
 44.12	71		0 	0 	50
 44.12	73		0 	0 	50
 44.12	75		0 	0 	50
 44.12	77		0 	0 	50
 44.12	79		0 	0 	50
 44.12	81		0 	0 	50
 44.12	83		0 	0 	50
 44.12	85		0 	0 	50
 44.12	87		0 	0 	50
 44.12	89		0 	0 	50
 44.12	91		0 	0 	50
 44.12	93		0 	0 	50
 44.12	95		0 	0 	50
 44.12	97		0 	0 	50
 44.12	99		0 	0 	50
 44.12	101		0 	0 	50
 44.12	103		0 	0 	50
 44.12	105		0 	0 	50
 44.12	107		0 	0 	50
 44.12	109		0 	0 	50
 44.12	111		0 	0 	50
 44.12	113		0 	0 	50
 44.12	115		0 	0 	50
 44.12	117		0 	0 	50
 44.12	119		0 	0 	50
 44.12	121		0 	0 	50
 44.12	123		0 	0 	50
 44.12	125		0 	0 	50
 44.12	127		0 	0 	50
 44.12	129		0 	0 	50
 44.12	131		0 	0 	50
 44.12	133		0 	0 	50
 44.12	135		0 	0 	50
 42.19	45		10.6087230381412 	7.12472592996478 	42.1397655936417
 42.19	47		10.2317656466321 	7.36885089949151 	41.870438814789
 42.19	49		9.83981933893486 	7.60202200221433 	41.6131967058004
 42.19	51		9.43862589001366 	7.82788820679552 	41.3640136031892
 42.19	53		9.02918124610524 	8.04709287730491 	41.1221797263343
 42.19	55		6.3770945164049 	6.11647384905789 	43.2521027943326
 42.19	57		3.24727408651802 	3.35820060787999 	46.2951214936569
 42.19	59		3.79344856099021 	4.23999661539381 	45.3222948353712
 42.19	61		7.30032386287095 	8.84494645364293 	40.2419611475967
 42.19	63		6.84470126694724 	9.02180984105543 	40.0468395812895
 42.19	65		6.38079617032549 	9.18982783134843 	39.8614765510241
 42.19	67		5.91347142272878 	9.35611658407357 	39.6780212731076
 42.19	69		5.43281331911194 	9.50500630778449 	39.5137611821835
 42.19	71		4.94476982591343 	9.6444902754817 	39.3598778338545
 42.19	73		4.45278451646297 	9.78132537386831 	39.2089168061731
 42.19	75		3.95071096158552 	9.90211250317793 	39.0756604312645
 42.19	77		3.44090756500603 	10.0095362616789 	38.9571469711076
 42.19	79		2.92474413225474 	10.1051010606119 	38.8517167092289
 42.19	81		2.4016405702206 	10.1835816174652 	38.7651343509359
 42.19	83		1.87497508195466 	10.2554988514919 	38.6857928684895
 42.19	85		1.34187160427713 	10.3006405374523 	38.6359910604431
 42.19	87		0.806928857341229 	10.3405714772693 	38.5919379206995
 42.19	89		0.269556780523874 	10.3713154416345 	38.558020157565
 42.19	91		-0.27004326635651 	10.3900331974452 	38.5373701073485
 42.19	93		-0.810540038325184 	10.3868477688024 	38.5408843780815
 42.19	95		-1.35116458535079 	10.3719764664807 	38.5572908929883
 42.19	97		-1.89162548100056 	10.3465710742123 	38.5853189659806
 42.19	99		-2.42932947053588 	10.300989767428 	38.6356057783288
 42.19	101		-2.96219039760052 	10.2344793168004 	38.7089823176574
 42.19	103		-3.49191521658161 	10.1579165736723 	38.7934488801184
 42.19	105		-4.02195090375307 	10.0806692057282 	38.878670743427
 42.19	107		-4.54389484895024 	9.98146526468305 	38.9881158278154
 42.19	109		-5.06160809734726 	9.87237663061789 	39.1084660340199
 42.19	111		-5.56729089218178 	9.74028223301371 	39.2541969630608
 42.19	113		-6.06785905987603 	9.60038405896231 	39.4085372776041
 42.19	115		-6.56146547722252 	9.45003357690753 	39.5744089256754
 42.19	117		-7.04303836652378 	9.28323244037534 	39.7584294824347
 42.19	119		-7.52236666894655 	9.11396968699719 	39.9451657767001
 42.19	121		-7.99197456789989 	8.93275460926448 	40.1450882723788
 42.19	123		-8.45279782343506 	8.74154445625234 	40.3560376672503
 42.19	125		-8.89911010704285 	8.5354190861634 	40.5834420252456
 42.19	127		-5.77607013845869 	5.14781701718902 	44.3207572005024
 42.19	129		-4.05164334262848 	3.3602148776175 	46.2928992843467
 42.19	131		-6.10307112456387 	4.71509479715878 	44.7981507333501
 42.19	133		-10.6246819518254 	7.65182666036318 	41.5582505518814
 42.19	135		-11.0303001010869 	7.40785341109668 	41.8274099479011
 40.25	45		10.8324516237086 	6.99910675240162 	41.7323211934366
 40.25	47		10.4472771284118 	7.2387421662012 	41.4492524102246
 40.25	49		10.0495942134546 	7.46966855068711 	41.1764711479249
