 -0.392 -10.146 19.0
 40.17   45      17.4443242918712    11.2525952975537    36.6702007115822
 40.17   47      17.6359660924451    12.199497339276     35.5485026652038
 40.17   49      16.9520732648419    12.5793532997239    35.0985261417986
 40.17   51      16.5268974495541    13.164994162872     34.4047772816972
 40.17   53      16.2217734953064    13.8861698371472    33.5504741866709
 40.17   55      15.5457138514755    14.3212997731287    33.0350202351477
 40.17   57      15.5967599658444    15.4922884355313    31.6478696777796
 40.17   59      16.2427557684365    17.4375120714516    29.3435620978615
 40.17   61      15.8251556240789    18.4159686585167    28.1844846074585
 40.17   63      14.7372126072932    18.6572665476064    27.898643666304
 40.17   65      13.6922505802866    18.9409099170225    27.5626403636144
 40.17   67      12.6917285155863    19.2871204501503    27.1525201383599
 40.17   69      11.6847661788969    19.6354631719202    26.7398741271963
 40.17   71      10.5628145952441    19.7882027992426    26.5589391053851
 40.17   73      9.60960009789809    20.2751856065676    25.9820603581362
 40.17   75      8.7617040767109     21.0928214542955    25.0134907568107
 40.17   77      7.81364675374936    21.8317334933291    24.138177203656
 40.17   79      6.81553035697605    22.6175696312306    23.2072774676556
 40.17   81      5.75127399858445    23.4234084826207    22.2526825618764
 40.17   83      4.57046598571969    24.0112775421043    21.5562941853665
 40.17   85      3.32288895352566    24.4998030781982    20.9775879250592
 40.17   87      2.03166219536361    25.0065794297392    20.3772617894851
 40.17   89      0.689474768707282   25.4797672886065    19.8167245074069
 40.17   91      -0.701634732900702  25.9291427722883    19.2843953118553
 40.17   93      -2.11272404959758   26.0043238879669    19.1953359299283
 40.17   95      -3.64132335413032   26.8476336006862    18.1963531254045
 40.17   97      -5.26704068529599   27.6707837045781    17.2212513485278
 40.17   99      -6.55122118988389   26.6813805129462    18.393296162282
 40.17   101     -8.0390691887117    26.6779249188818    18.3973896513024
 40.17   103     -9.6180916361766    26.8734458995691    18.1657759337271
 40.17   105     -10.9963153597532   26.4723978928628    18.6408565078571
 40.17   107     -12.5774652725463   26.5370504769104    18.5642692010143
 40.17   109     -14.0934791422817   26.4024915802031    18.7236673698945
 40.17   111     -15.1479892473164   25.4551764614105    19.8458547464488
 40.17   113     -15.9945299033223   24.3062577654325    21.2068612708217
 40.17   115     -16.7720811627289   23.2013339634204    22.5157515419414
 40.17   117     -16.9428119526594   21.4495486419284    24.5909125260889
 40.17   119     -17.0737828010296   19.8690146507946    26.4632095663029
 40.17   121     -17.104607607045    18.3627585046092    28.2475172370819
 40.17   123     -17.1534744876814   17.0385756411287    29.816141303318
 40.17   125     -17.1785425716628   15.8255233683449    31.2531203197128
 40.17   127     -17.1463870515062   14.6776579490193    32.6128791349127
 40.17   129     -16.5378318913528   13.1737043193186    34.3944592498002
 40.17   131     -16.4006556509793   12.1701716691241    35.5832417886492
 40.17   133     -17.0328237927687   11.7822798848069    36.0427375310847
 40.17   135     -17.5915439237179   11.3475604512177    36.5577052023896
 40.08   45      17.525217307639     11.2837265247621    36.5906466451804
 40.08   47      17.7253078776133    12.2384681224006    35.4560509584466
 40.08   49      17.0389190788045    12.6202548960857    35.0023432455465
 40.08   51      16.6165756052787    13.2117838150925    34.299382191222
 40.08   53      16.3164841345749    13.9412371458461    33.4325145436891
 40.08   55      15.602856403947     14.3471774504189    32.9501032611191
 40.08   57      15.6925483561276    15.55841148528  31.5106971275874
 40.08   59      16.3299903423744    17.4985203598629    29.2051108136146
 40.08   61      15.765221034776     18.312061317691     28.2383151235387
 40.08   63      14.6561185542772    18.5200531508027    27.9911418178944
 40.08   65      13.6099456738126    18.7919991393351    27.6679666819449
 40.08   67      12.6315070804079    19.1598621899845    27.2308056410853
 40.08   69      11.6334299701245    19.512795627286     26.8113866520554
 40.08   71      10.5232173684583    19.6773146014277    26.6158756164948
 40.08   73      9.59669919642721    20.2102645348924    25.9825286488443
 40.08   75      8.72682821038335    20.9697433209939    25.0799793548699
 40.08   77      7.76576029805593    21.6575348137303    24.2626217965932
 40.08   79      6.78993810047118    22.4906851971295    23.2725226600902
 40.08   81      5.74311985209423    23.3466463863023    22.2553156214012
 40.08   83      4.56911018927431    23.9594591558662    21.5270612677181
 40.08   85      3.3220718684374     24.4481713871814    20.9462854943823
 40.08   87      2.03224443287681    24.9671703978489    20.3295175224211
 40.08   89      0.690772791436048   25.4802036353661    19.7198391551248
 40.08   91      -0.702540076484642  25.9142578175496    19.2040179065982
 40.08   93      -2.12752858321984   26.1377852998422    18.9383823483457
 40.08   95      -3.70691894501586   27.2803820251336    17.580543411194
 40.08   97      -5.26498414012603   27.6084767571456    17.190642239294
 40.08   99      -6.56168274473346   26.6742277168962    18.3008849835341
 40.08   101     -7.97657924272584   26.421261879465     18.6015044901632
 40.08   103     -9.5321603334172    26.5837582345322    18.4083970943766
 40.08   105     -10.927016560427    26.2565879621169    18.7971996571098
 40.08   107     -12.3965968267121   26.1067369177674    18.9752796203083
 40.08   109     -13.1011881035152   24.4978499387348    20.8872485042113
 40.08   111     -14.8959669867986   24.9850611754626    20.3082564826142
 40.08   113     -15.9526728311828   24.197509534019     21.2441669925074
