 -13351      11025       32648
 -14368      11004       32681
 -15494      11026       32646
 -16664      11035       32631
 -17492      10791       33016
 -18189      10460       33537
 -18435      9886        34440
 20862       10617       31730
 19609       10701       31899
 18353       10744       31825
 17179       10795       31739
 15963       10780       31764
 15171       11026       31349
 14358       11251       30968
 13342       11299       30886
 13689       12567       28742
 13104       13088       27860
 11910       12997       28014
 10502       12591       28702
 9533        12638       28622
 7476        11049       31311
 6301        10489       32257
 5526        10495       32247
 4755        10481       32271
 3992        10451       32321
 3253        10451       32321
 2517        10432       32354
 1790        10411       32389
 1072        10406       32397
 356     10389       32426
 -356        10377       32447
 -1068       10366       32465
 -1782       10365       32466
 -2496       10344       32502
 -3218       10339       32512
 -3946       10331       32524
 -4678       10311       32559
 -5601       10638       32005
 -6970       11601       30375
 -7861       11617       30348
 -8209       10882       31591
 -9048       10847       31651
 -11286      12316       29166
 -12623      12607       28674
 -13593      12479       28890
 -13476      11414       30693
 -14687      11509       30531
 -13918      10116       32889
 -15006      10134       32857
 -16177      10166       32804
 -17278      10115       32890
 -17962      9802        33419
 -18196      9260        34336
 20434       9769        31742
 19194       9840        31921
 17942       9867        31872
 16721       9872        31864
 15588       9890        31831
 14485       9890        31830
 13478       9922        31771
 12640       10057       31524
 13371       11532       28813
 12956       12157       27666
 11769       12066       27833
 10037       11304       29232
 8770        10922       29933
 7066        9811        31976
 6186        9673        32229
 5419        9669        32236
 4663        9655        32262
 3920        9641        32287
 3190        9628        32312
 2466        9601        32361
 1757        9599        32365
 1050        9579        32402
 350     9582        32396
 -349        9569        32421
 -1047       9548        32458
 -1745       9537        32480
 -2449       9537        32479
 -3154       9519        32512
 -3866       9508        32531
 -4590       9504        32539
 -5494       9802        31992
 -6383       9981        31663
 -7049       9787        32020
 -7748       9650        32272
 -8559       9640        32289
 -10781      11053       29694
 -12415      11649       28599
 -13363      11526       28826
 -12421      9883        31843
 -14067      10356       30974
 -13963      9534        32485
 -15010      9523        32504
 -16082      9495        32557
 -17143      9428        32679
 -17808      9130        33227
 -18045      8627        34150
 20069       9024        31764
 18804       9067        31988
 17490       9046        32029
 16263       9030        32062
 15135       9031        32060
 14057       9026        32069
 13043       9031        32060
 12248       9165        31793
 13096       10623       28898
 12713       11218       27714
 11547       11134       27881
 9796        10376       29387
 8532        9993        30148
 6851        8947        32227
 6090        8957        32207
 5324        8935        32251
 4585        8929        32262
 3855        8918        32283
 3136        8902        32316
 2424        8876        32368
 1726        8870        32380
 1033        8860        32399
 344     8852        32415
 -343        8836        32447
 -1030       8834        32451
 -1717       8824        32472
 -2408       8818        32482
 -3100       8801        32517
 -3806       8804        32510
 -4516       8795        32529
 -5406       9071        31979
 -6175       9082        31958
 -6809       8892        32336
 -7464       8743        32631
 -8244       8732        32653
 -10564      10186       29765
 -12191      10758       28630
 -13121      10643       28856
 -12030      9002        32117
 -13761      9528        31073
 -13486      8660        32797
 -14490      8646        32825
 -15525      8620        32876
 -16638      8606        32904
 -17446      8412        33290
 -17688      7953        34201
 19760       8285        31750
 18583       8356        31908
 17313       8351        31919
 16106       8339        31944
 14979       8334        31954
 13893       8319        31987
 12894       8325        31975
 12055       8412        31786
 12861       9728        28936
 12476       10266       27771
 11331       10189       27939
 9615        9497        29436
 8355        9126        30240
 6758        8230        32182
 5988        8213        32218
 5244        8206        32232
 4510        8191        32264
 3792        8180        32289
 3083        8163        32326
 2388        8156        32341
 1697        8134        32388
 1017        8134        32388
 338     8130        32398
 -338        8110        32439
 -1013       8101        32459
 -1689       8095        32473
 -2370       8092        32479
 -3053       8082        32501
 -3742       8073        32521
 -4436       8057        32555
 -5313       8314        32000
 -6069       8323        31978
 -6707       8168        32315
 -7358       8037        32599
 -8133       8033        32606
 -10365      9320        29820
 -11992      9868        28634
 -12906      9763        28862
 -11806      8238        32163
 -13520      8729        31100
 -13279      7952        32783
 -14255      7932        32827
 -15281      7912        32868
 -16380      7901        32893
 -17310      7783        33147
 -17529      7350        34086
 19443       7522        31760
 18261       7576        31942
 17029       7579        31936
 15838       7567        31965
 14748       7572        31953
 13682       7559        31981
 12665       7545        32016
 11689       7526        32061
 12518       8737        29176
 12204       9266        27913
 11140       9242        27970
 9446        8609        29480
 7481        7540        32028
 6640        7460        32219
 5892        7456        32229
 5166        7458        32223
 4441        7441        32264
 3731        7426        32299
 3034        7411        32336
 2353        7413        32330
 1675        7405        32350
 1001        7393        32379
 333     7387        32393
 -333        7370        32434
 -998        7367        32440
 -1664       7360        32457
 -2333       7351        32478
 -3005       7340        32506
 -3688       7341        32503
 -4373       7328        32534
 -5238       7563        31972
 -5973       7559        31983
 -6590       7404        32352
 -7243       7300        32600
 -7987       7280        32648
 -10187      8451        29855
 -11788      8951        28666
 -12682      8851        28903
 -11616      7479        32173
 -13212      7871        31239
 -13060      7216        32800
 -14027      7201        32836
 -15055      7192        32857
 -16111      7170        32910
 -17145      7113        33045
 -17351      6713        34000
 18958       6112        31744
 17856       6174        31874
 16602       6158        31921
 15450       6152        31939
 14362       6145        31958
 13333       6139        31976
 12348       6131        32001
 11399       6117        32042
 10517       6118        32039
 9655        6109        32064
 8826        6102        32084
 8017        6089        32123
 7234        6077        32160
 6478        6066        32190
 5745        6059        32212
 5032        6055        32223
 4330        6048        32245
 3643        6042        32262
 2966        6037        32275
 2295        6026        32309
 1634        6020        32326
 978     6014        32344
 326     6014        32344
 -325        6005        32370
 -975        5997        32394
 -1625       5987        32423
 -2278       5983        32435
 -2934       5972        32466
 -3595       5963        32494
 -4268       5960        32502
 -4945       5951        32530
 -5633       5941        32560
 -6345       5941        32558
 -7058       5928        32595
 -7801       5925        32604
 -8566       5923        32612
 -9338       5909        32652
 -10141      5899        32683
 -10968      5886        32721
 -11837      5877        32746
 -12743      5868        32774
 -13686      5856        32807
 -14663      5838        32860
 -15729      5834        32872
 -16830      5819        32916
 -17023      5489        33886
 18733       5436        31763
 17617       5482        31921
 16422       5482        31922
 15267       5471        31958
 14198       5468        31969
 13167       5457        32005
 12194       5449        32031
 11282       5449        32031
 10392       5441        32058
 9542        5434        32080
 8707        5419        32131
 7929        5421        32125
 7155        5409        32162
 6398        5392        32219
 5685        5396        32206
 4976        5390        32227
 4283        5383        32248
 3600        5374        32278
 2928        5365        32308
 2270        5366        32305
 1616        5359        32327
 967     5355        32340
 322     5347        32367
 -321        5343        32381
 -964        5337        32401
 -1606       5327        32434
 -2253       5326        32437
 -2904       5320        32455
 -3559       5314        32478
 -4216       5300        32524
 -4889       5295        32540
 -5576       5293        32546
 -6267       5282        32582
 -6982       5279        32593
 -7706       5268        32628
 -8449       5258        32660
 -9236       5260        32653
 -10027      5250        32689
 -10835      5233        32743
 -11712      5234        32741
 -12593      5219        32789
 -13520      5207        32830
 -14498      5196        32867
 -15537      5187        32896
 -16647      5181        32917
 -17010      4936        33722
 18578       4846        31755
 17457       4883        31928
 16276       4884        31925
 15159       4883        31928
 14088       4877        31951
 13071       4869        31979
 12112       4865        31994
 11193       4859        32016
 10309       4851        32046
 9459        4843        32078
 8646        4836        32101
 7859        4829        32127
 7088        4816        32175
 6354        4814        32184
 5633        4806        32212
 4935        4804        32220
 4247        4799        32240
 3571        4792        32264
 2907        4787        32284
 2251        4783        32298
 1602        4775        32328
 958     4769        32348
 319     4765        32366
 -318        4755        32402
 -955        4752        32414
 -1591       4745        32439
 -2234       4745        32438
 -2877       4739        32461
 -3522       4726        32508
 -4183       4726        32510
 -4846       4717        32542
 -5525       4714        32553
 -6214       4707        32578
 -6918       4701        32602
 -7639       4694        32627
 -8382       4689        32647
 -9139       4678        32685
 -9927       4671        32711
 -10739      4662        32747
 -11602      4660        32753
 -12492      4653        32777
 -13407      4641        32824
 -14373      4630        32865
 -15416      4626        32880
 -16484      4611        32935
 -16918      4413        33667
 18420       4200        31755
 17307       4232        31929
 16132       4231        31931
 14992       4221        31974
 13943       4219        31985
 12930       4210        32020
 11990       4210        32024
 11086       4207        32036
 10215       4202        32057
 9366        4191        32103
 8565        4188        32117
 7787        4183        32138
 7030        4176        32168
 6296        4169        32195
 5584        4164        32218
 4897        4167        32207
 4208        4156        32254
 3541        4154        32262
 2880        4146        32294
 2229        4140        32322
 1589        4141        32318
 950     4131        32358
 316     4126        32379
 -315        4118        32415
 -946        4116        32425
 -1579       4115        32426
 -2214       4111        32443
 -2850       4103        32478
 -3495       4099        32495
 -4150       4099        32496
 -4811       4094        32516
 -5480       4087        32547
 -6160       4079        32582
 -6860       4075        32600
 -7581       4072        32610
 -8309       4063        32651
 -9062       4055        32683
 -9847       4050        32704
 -10657      4044        32732
 -11510      4041        32742
 -12378      4031        32788
 -13287      4020        32832
 -14253      4013        32863
 -15261      4003        32907
 -16343      3996        32936
 -17326      3950        33131
 18274       3509        31755
 17175       3536        31925
 15992       3532        31946
 14897       3532        31946
 13845       3528        31969
 12829       3518        32019
 11908       3521        32004
 10994       3513        32043
 10136       3511        32054
 9300        3505        32086
 8495        3498        32120
 7728        3496        32132
 6978        3490        32160
 6242        3481        32209
 5545        3482        32201
 4858        3481        32209
 4180        3476        32233
 3515        3472        32255
 2857        3464        32295
 2212        3460        32317
 1576        3459        32320
 942     3452        32354
 314     3451        32362
 -314        3450        32364
 -940        3445        32393
 -1565       3435        32444
 -2196       3435        32444
 -2832       3433        32454
 -3470       3427        32482
 -4117       3424        32501
 -4775       3422        32509
 -5441       3417        32535
 -6117       3411        32564
 -6813       3408        32581
 -7515       3399        32626
 -8241       3393        32657
 -8998       3391        32669
 -9777       3387        32690
 -10571      3378        32734
 -11411      3374        32755
 -12287      3369        32779
 -13194      3362        32817
 -14136      3352        32869
 -15152      3347        32894
 -16223      3340        32926
 -17169      3297        33151
 18172       2887        31748
 17064       2907        31933
 15923       2910        31916
 14802       2904        31953
 13771       2903        31958
 12771       2897        31992
 11840       2896        31999
 10931       2890        32038
 10068       2885        32068
 9245        2882        32086
 8445        2877        32119
 7675        2872        32148
 6938        2871        32155
 6212        2866        32189
 5514        2865        32193
 4824        2860        32227
 4157        2860        32221
 3499        2859        32228
 2842        2851        32283
 2202        2849        32291
 1565        2842        32334
 937     2841        32342
 312     2839        32352
 -312        2836        32373
 -935        2833        32390
 -1556       2825        32441
 -2184       2826        32437
 -2817       2825        32442
 -3451       2820        32470
 -4092       2815        32501
 -4746       2813        32514
 -5408       2810        32536
 -6086       2808        32548
 -6768       2801        32591
 -7479       2799        32605
 -8203       2794        32633
 -8950       2790        32658
 -9708       2782        32708
 -10508      2778        32734
 -11357      2778        32734
 -12206      2769        32790
 -13116      2765        32816
 -14058      2758        32861
 -15063      2753        32892
 -16122      2746        32930
 -17127      2721        33091
 17980       1651        31787
 16905       1665        31948
 15757       1665        31951
 14658       1663        31975
 13620       1660        32002
 12650       1659        32011
 11728       1659        32017
 10838       1657        32038
 9990        1655        32053
 9163        1652        32092
 8360        1647        32147
 7607        1646        32154
 6877        1646        32160
 6165        1645        32170
 5467        1643        32193
 4786        1640        32216
 4116        1637        32248
 3460        1635        32274
 2816        1633        32299
 2182        1632        32304
 1554        1631        32316
 930     1630        32327
 309     1624        32393
 -309        1624        32395
 -926        1624        32397
 -1543       1620        32440
 -2164       1619        32449
 -2788       1617        32471
 -3419       1616        32485
 -4056       1614        32505
 -4710       1615        32495
 -5357       1609        32553
 -6033       1609        32554
 -6708       1605        32599
 -7406       1603        32627
 -8123       1600        32654
 -8863       1598        32679
 -9633       1596        32695
 -10406      1591        32754
 -11240      1590        32765
 -12091      1586        32805
 -12999      1584        32822
 -13929      1580        32871
 -14917      1576        32912
 -15975      1573        32941
 -16947      1557        33125
 17970       1047        31750
 16877       1054        31932
 15737       1055        31928
 14651       1054        31939
 13600       1051        31983
 12639       1052        31981
 11710       1051        31999
 10825       1050        32015
 9974        1048        32038
 9145        1046        32083
 8359        1044        32104
 7598        1043        32130
 6860        1041        32160
 6147        1040        32179
 5458        1040        32179
 4773        1038        32219
 4112        1038        32221
 3453        1035        32265
 2811        1034        32282
 2176        1032        32309
 1547        1030        32343
 927     1030        32345
 308     1029        32369
 -308        1028        32388
 -924        1027        32398
 -1541       1026        32414
 -2164       1027        32408
 -2780       1022        32481
 -3410       1022        32488
 -4044       1021        32513
 -4694       1021        32512
 -5350       1020        32529
 -6006       1016        32586
 -6691       1015        32600
 -7382       1013        32639
 -8116       1014        32624
 -8840       1011        32680
 -9599       1009        32712
 -10392      1008        32733
 -11205      1005        32775
 -12067      1004        32796
 -12975      1003        32811
 -13890      999     32876
 -14872      997     32921
 -15926      995     32950
 -16917      986     33112
 17920       413     31775
 16850       416     31935
 15704       416     31939
 14601       415     31973
 13579       415     31984
 12606       415     32001
 11691       415     32002
 10794       414     32040
 9945        413     32064
 9131        413     32084
 8350        413     32098
 7587        412     32130
 6857        412     32142
 6136        411     32184
 5444        410     32197
 4766        410     32219
 4102        409     32236
 3452        409     32247
 2810        409     32266
 2171        407     32320
 1546        407     32331
 926     407     32344
 308     406     32368
 -307        406     32393
 -921        405     32435
 -1539       405     32409
 -2155       404     32456
 -2779       404     32457
 -3405       403     32489
 -4038       403     32516
 -4689       403     32505
 -5337       402     32549
 -5999       401     32582
 -6680       401     32604
 -7375       400     32629
 -8090       400     32656
 -8829       399     32677
 -9584       398     32714
 -10371      398     32744
 -11197      397     32763
 -12045      396     32802
 -12940      396     32832
 -13878      395     32867
 -14866      394     32904
 -15914      393     32938
 -16873      389     33131
 17916       -194        31775
 16828       -195        31956
 15687       -195        31955
 14612       -195        31957
 13593       -195        31963
 12606       -195        31998
 11679       -195        32017
 10799       -194        32028
 9944        -194        32062
 9130        -194        32083
 8337        -193        32121
 7582        -193        32140
 6856        -193        32140
 6143        -193        32161
 5442        -193        32202
 4773        -193        32186
 4107        -193        32210
 3451        -192        32249
 2807        -192        32278
 2176        -192        32276
 1547        -191        32321
 927     -191        32311
 308     -191        32370
 -307        -191        32386
 -920        -190        32442
 -1538       -190        32417
 -2155       -190        32452
 -2772       -189        32498
 -3404       -189        32489
 -4034       -189        32528
 -4675       -189        32555
 -5332       -189        32560
 -6009       -189        32551
 -6690       -189        32572
 -7387       -188        32599
 -8094       -188        32643
 -8820       -187        32691
 -9583       -187        32712
 -10374      -187        32736
 -11193      -187        32765
 -12046      -186        32798
 -12942      -186        32826
 -13858      -185        32887
 -14849      -185        32919
 -15899      -184        32952
 -16857      -182        33144
 17941       -826        31768
 16858       -833        31941
 15718       -833        31938
 14628       -832        31955
 13606       -832        31964
 12626       -831        31988
 11698       -830        32006
 10821       -830        32010
 9962        -828        32047
 9138        -826        32085
 8350        -825        32113
 7590        -824        32137
 6861        -823        32147
 6155        -823        32143
 5451        -821        32191
 4774        -821        32203
 4107        -819        32228
 3452        -818        32258
 2808        -817        32292
 2178        -817        32283
 1547        -815        32332
 927     -815        32332
 308     -813        32372
 -308        -812        32385
 -924        -812        32394
 -1540       -811        32419
 -2159       -810        32433
 -2806       -816        32300
 -3458       -819        32230
 -4111       -820        32213
 -4734       -814        32352
 -5357       -807        32497
 -6006       -803        32577
 -6692       -803        32585
 -7378       -801        32637
 -8102       -800        32643
 -8834       -799        32680
 -9601       -798        32697
 -10373      -795        32755
 -11196      -794        32778
 -12050      -793        32810
 -12941      -791        32844
 -13869      -789        32891
 -14857      -787        32927
 -15896      -785        32972
 -16880      -778        33138
 17969       -1404       31776
 16905       -1416       31927
 15753       -1415       31934
 14654       -1414       31959
 13622       -1412       31978
 12651       -1411       31987
 11724       -1410       32002
 10834       -1408       32024
 9972        -1405       32066
 9152        -1403       32092
 8367        -1402       32111
 7603        -1399       32144
 6865        -1397       32170
 6160        -1397       32165
 5457        -1394       32206
 4787        -1395       32191
 4117        -1393       32223
 3461        -1391       32250
 2817        -1389       32270
 2181        -1388       32291
 1550        -1384       32340
 928     -1383       32352
 309     -1383       32349
 -309        -1381       32377
 -924        -1378       32417
 -1543       -1378       32413
 -2162       -1375       32446
 -2825       -1393       32217
 -3469       -1394       32210
 -4086       -1383       32354
 -4740       -1382       32365
 -5370       -1372       32490
 -6027       -1367       32551
 -6705       -1364       32587
 -7403       -1362       32613
 -8121       -1360       32639
 -8853       -1357       32678
 -9611       -1354       32715
 -10394      -1351       32754
 -11215      -1349       32784
 -12074      -1347       32810
 -12964      -1344       32849
 -13899      -1341       32888
 -14879      -1337       32935
 -15919      -1333       32982
 -16908      -1321       33144
 18074       -2102       31738
 16989       -2119       31905
 15836       -2119       31906
 14733       -2116       31930
 13677       -2111       31973
 12716       -2113       31963
 11783       -2111       31979
 10875       -2105       32024
 10028       -2104       32032
 9201        -2101       32065
 8405        -2097       32097
 7646        -2095       32109
 6905        -2092       32135
 6186        -2090       32157
 5490        -2089       32166
 4800        -2084       32209
 4133        -2082       32221
 3473        -2078       32254
 2827        -2076       32272
 2188        -2072       32305
 1558        -2072       32309
 932     -2069       32337
 310     -2068       32342
 -310        -2066       32357
 -929        -2062       32391
 -1551       -2063       32388
 -2172       -2058       32429
 -2832       -2080       32239
 -3462       -2072       32308
 -4112       -2072       32308
 -4759       -2066       32361
 -5392       -2052       32484
 -6048       -2043       32555
 -6731       -2040       32585
 -7432       -2037       32609
 -8142       -2031       32659
 -8880       -2027       32690
 -9635       -2022       32736
 -10432      -2020       32757
 -11261      -2017       32777
 -12119      -2013       32810
 -13026      -2011       32832
 -13969      -2007       32867
 -14946      -2000       32923
 -16004      -1996       32954
 -16972      -1974       33143
 18144       -2716       31750
 17059       -2739       31913
 15915       -2741       31898
 14778       -2732       31956
 13751       -2732       31958
 12768       -2730       31971
 11836       -2729       31979
 10922       -2721       32027
 10073       -2720       32033
 9236        -2714       32078
 8430        -2707       32125
 7682        -2709       32106
 6937        -2705       32133
 6211        -2701       32165
 5513        -2700       32171
 4823        -2695       32204
 4153        -2693       32212
 3488        -2687       32257
 2841        -2685       32267
 2199        -2681       32294
 1568        -2682       32284
 937     -2677       32321
 312     -2672       32350
 -311        -2669       32370
 -933        -2664       32404
 -1557       -2664       32407
 -2182       -2660       32433
 -2833       -2677       32317
 -3487       -2685       32264
 -4136       -2682       32285
 -4785       -2673       32344
 -5399       -2644       32539
 -6075       -2641       32555
 -6765       -2638       32575
 -7458       -2630       32627
 -8183       -2627       32649
 -8920       -2621       32690
 -9702       -2620       32694
 -10482      -2612       32752
 -11307      -2607       32785
 -12172      -2602       32813
 -13065      -2596       32857
 -14004      -2589       32902
 -15009      -2585       32928
 -16043      -2576       32990
 -17009      -2546       33183
 18262       -3369       31741
 17171       -3397       31903
 16009       -3397       31900
 14897       -3394       31919
 13851       -3391       31934
 12839       -3382       31979
 11911       -3383       31973
 11004       -3378       32001
 10134       -3373       32031
 9300        -3367       32062
 8509        -3366       32066
 7733        -3361       32094
 6972        -3351       32148
 6251        -3349       32159
 5543        -3345       32180
 4852        -3340       32203
 4176        -3337       32221
 3517        -3338       32216
 2861        -3332       32247
 2214        -3327       32274
 1574        -3318       32319
 943     -3318       32321
 313     -3311       32361
 -313        -3309       32369
 -939        -3304       32396
 -1565       -3300       32416
 -2195       -3298       32427
 -2826       -3291       32465
 -3474       -3297       32434
 -4114       -3287       32486
 -4768       -3283       32510
 -5434       -3279       32531
 -6111       -3274       32558
 -6798       -3267       32594
 -7505       -3261       32623
 -8226       -3254       32662
 -8970       -3248       32697
 -9747       -3244       32718
 -10546      -3238       32749
 -11385      -3234       32770
 -12241      -3225       32818
 -13153      -3220       32845
 -14085      -3209       32904
 -15093      -3203       32936
 -16161      -3197       32967
 -17137      -3161       33157
 18441       -4042       31696
 17291       -4064       31909
 16115       -4063       31912
 15013       -4063       31911
 13942       -4055       31949
 12926       -4046       31988
 11984       -4044       31995
 11082       -4042       32006
 10210       -4037       32028
 9371        -4031       32056
 8563        -4025       32083
 7777        -4015       32124
 7025        -4011       32143
 6294        -4006       32167
 5592        -4009       32153
 4888        -3998       32202
 4212        -3999       32198
 3537        -3988       32245
 2878        -3983       32268
 2230        -3981       32278
 1589        -3981       32277
 949     -3968       32335
 316     -3962       32360
 -316        -3962       32360
 -945        -3952       32407
 -1578       -3953       32401
 -2213       -3950       32415
 -2847       -3940       32460
 -3494       -3939       32464
 -4138       -3928       32512
 -4797       -3924       32532
 -5468       -3920       32551
 -6144       -3911       32590
 -6827       -3898       32649
 -7559       -3903       32625
 -8293       -3898       32647
 -9034       -3886       32700
 -9818       -3882       32718
 -10613      -3871       32767
 -11459      -3867       32784
 -12318      -3856       32836
 -13232      -3848       32868
 -14178      -3837       32917
 -15201      -3832       32939
 -16255      -3820       32992
 -17253      -3781       33167
 18565       -4677       31723
 17446       -4713       31895
 16260       -4712       31898
 15133       -4707       31915
 14066       -4702       31936
 13056       -4697       31955
 12083       -4687       31993
 11187       -4690       31983
 10290       -4676       32035
 9462        -4678       32029
 8640        -4668       32068
 7856        -4662       32089
 7082        -4647       32146
 6350        -4645       32153
 5635        -4643       32164
 4930        -4635       32194
 4243        -4629       32216
 3570        -4626       32228
 2903        -4617       32263
 2249        -4614       32274
 1601        -4610       32291
 958     -4603       32316
 319     -4597       32337
 -318        -4589       32369
 -953        -4583       32394
 -1591       -4580       32404
 -2229       -4572       32436
 -2869       -4564       32467
 -3517       -4558       32488
 -4173       -4553       32508
 -4840       -4551       32518
 -5507       -4538       32567
 -6196       -4532       32587
 -6906       -4532       32588
